"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
1773,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Funded Startup","",35,0
21284,"city_75",0.939,"Male","Has relevent experience","Full time course","Graduate","STEM","4","5000-9999","Pvt Ltd","1",109,0
21306,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",17,0
12765,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","500-999","Pvt Ltd",">4",31,0
21013,"city_65",0.802,"Male","Has relevent experience","Full time course","Graduate","STEM","2","10/49","Pvt Ltd","2",50,0
257,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","19","100-500","Pvt Ltd","1",9,0
9454,"city_16",0.91,"","No relevent experience","no_enrollment","Primary School","","3","","","never",278,0
12816,"city_16",0.91,"","No relevent experience","no_enrollment","High School","","4","","","1",52,0
2581,"city_114",0.926,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","<10","Pvt Ltd","1",12,0
29532,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","4",33,0
26390,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","2","<10","Pvt Ltd","1",165,0
25069,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","Other","3","1000-4999","Pvt Ltd","1",57,1
24346,"city_36",0.893,"Male","No relevent experience","no_enrollment","Graduate","STEM","1","","","never",25,0
19972,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","4","","","never",55,0
10497,"city_19",0.682,"","Has relevent experience","no_enrollment","Graduate","STEM","5","10/49","Pvt Ltd","2",172,1
32554,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","10/49","Public Sector","1",336,0
5929,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","4",56,0
23250,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","4",35,0
16979,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10/49","Funded Startup","1",39,0
4104,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","50-99","Pvt Ltd",">4",96,0
19047,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","<10","Pvt Ltd","1",36,0
2240,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","10/49","Pvt Ltd","2",50,1
28604,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Early Stage Startup",">4",39,0
16469,"city_114",0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","2",7,0
27475,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","2",90,1
3591,"city_114",0.926,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","5000-9999","Public Sector",">4",33,1
30093,"city_67",0.855,"Male","No relevent experience","Full time course","High School","","<1","100-500","Pvt Ltd","1",12,1
12153,"city_114",0.926,"Female","No relevent experience","no_enrollment","High School","","2","","","2",23,0
33158,"city_50",0.896,"","Has relevent experience","Part time course","Masters","STEM",">20","","","4",31,0
25676,"city_114",0.926,"","Has relevent experience","no_enrollment","Graduate","STEM","16","500-999","Pvt Ltd","never",48,1
18572,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",98,0
11030,"city_83",0.923,"Male","Has relevent experience","Part time course","Graduate","STEM","17","10000+","Pvt Ltd","4",200,1
791,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","2",77,0
12985,"city_67",0.855,"Other","No relevent experience","no_enrollment","Primary School","","1","","","never",17,1
7313,"city_105",0.794,"","No relevent experience","no_enrollment","Graduate","STEM","12","100-500","","2",44,0
25832,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Funded Startup","1",70,0
22988,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",10,0
25785,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",18,0
29918,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities",">20","","","1",8,1
32951,"city_16",0.91,"","No relevent experience","Full time course","Graduate","STEM","1","","","1",6,1
28150,"city_114",0.926,"Female","No relevent experience","Part time course","Graduate","STEM","15","50-99","Pvt Ltd","3",34,0
24931,"city_10",0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","100-500","Pvt Ltd","1",83,0
4238,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","","","1",60,1
9960,"city_61",0.913,"","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd",">4",34,0
12475,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","8","","","never",24,0
24041,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","7","1000-4999","Pvt Ltd",">4",17,1
22192,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","","","1",39,1
25119,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","NGO","1",40,1
24323,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Funded Startup","1",61,1
24035,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","9","","","never",10,0
6141,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","2",45,0
22369,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd","1",30,0
19448,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","2",314,1
32038,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM","5","10/49","Early Stage Startup","1",34,1
23965,"city_21",0.624,"Male","Has relevent experience","Full time course","High School","","7","","","1",62,1
2780,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Pvt Ltd","2",3,0
7085,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",109,1
18526,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Funded Startup","never",21,0
21106,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",20,0
31689,"city_104",0.924,"Male","No relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","1",55,0
15433,"city_74",0.579,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","never",68,0
5339,"city_97",0.925,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","10000+","Pvt Ltd",">4",108,1
15884,"city_64",0.666,"Male","No relevent experience","no_enrollment","Graduate","Business Degree","17","500-999","Pvt Ltd","2",60,0
22486,"city_90",0.698,"","Has relevent experience","no_enrollment","Phd","Humanities","8","<10","Early Stage Startup","never",210,0
17324,"city_136",0.897,"","No relevent experience","Full time course","Graduate","STEM","2","","","never",37,1
3860,"city_23",0.899,"Male","Has relevent experience","Part time course","Graduate","STEM","7","","","2",31,1
4473,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","500-999","Funded Startup","2",75,1
125,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","STEM","7","100-500","Public Sector","2",22,0
30993,"city_160",0.92,"Male","Has relevent experience","Full time course","High School","","4","","","1",214,0
1428,"city_102",0.804,"Female","No relevent experience","no_enrollment","Graduate","STEM","18","100-500","Pvt Ltd",">4",72,0
7331,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities","10","","",">4",7,1
15669,"city_145",0.555,"","Has relevent experience","Full time course","Graduate","STEM","4","","","never",2,1
5443,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Funded Startup","1",96,0
3517,"city_103",0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Funded Startup","1",70,0
18127,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd","1",12,1
30698,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","4","","","1",15,1
25466,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","2",22,0
30737,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","<10","Early Stage Startup","2",55,0
17139,"city_21",0.624,"","Has relevent experience","Part time course","Graduate","STEM","14","500-999","Pvt Ltd","1",148,1
5137,"city_103",0.92,"Other","No relevent experience","no_enrollment","High School","","4","","Pvt Ltd","never",72,0
17199,"city_23",0.899,"","Has relevent experience","Part time course","Graduate","STEM","11","50-99","Pvt Ltd","2",151,0
7155,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",20,0
19844,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Public Sector","2",160,0
10445,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","12","100-500","Pvt Ltd",">4",14,0
32050,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","1",100,0
11555,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",63,0
20962,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","4",21,1
1561,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",79,1
1726,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Humanities","2","","","1",101,1
13085,"city_103",0.92,"Male","No relevent experience","Part time course","Graduate","STEM","7","","","1",81,0
8838,"city_78",0.579,"","No relevent experience","no_enrollment","High School","","2","","","1",20,1
15758,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","17","<10","Pvt Ltd",">4",81,0
3401,"city_57",0.866,"Male","Has relevent experience","Part time course","Graduate","STEM","4","50-99","","1",33,0
22110,"city_103",0.92,"Female","Has relevent experience","Full time course","Masters","STEM",">20","","","3",80,0
16990,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",97,1
10005,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","","",">4",192,1
25864,"city_21",0.624,"Male","No relevent experience","no_enrollment","Primary School","","3","","","never",28,0
16729,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","17","","","1",43,0
30284,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","2",15,0
10507,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","never",250,0
13491,"city_21",0.624,"","No relevent experience","no_enrollment","Graduate","STEM","1","","","never",157,1
14637,"city_141",0.763,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","<10","Pvt Ltd","1",68,1
10045,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","1",67,0
25581,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",192,0
9640,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",143,0
31346,"city_103",0.92,"Female","No relevent experience","no_enrollment","Phd","Humanities",">20","1000-4999","NGO","4",214,1
25311,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","","","2",112,1
26537,"city_11",0.55,"Male","Has relevent experience","Full time course","Graduate","STEM","16","<10","Early Stage Startup","2",30,1
21505,"city_114",0.926,"","Has relevent experience","Full time course","Graduate","STEM","18","1000-4999","Pvt Ltd","3",34,1
15481,"city_24",0.698,"","Has relevent experience","no_enrollment","Graduate","Humanities","11","500-999","","1",28,0
21024,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM","15","100-500","NGO","1",9,1
23610,"city_160",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","10","100-500","Public Sector","1",87,1
1662,"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","8","","","1",34,1
22751,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","","1",204,0
8579,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","never",36,0
2353,"city_21",0.624,"Male","No relevent experience","Full time course","","","2","","","1",31,1
22512,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","17","100-500","Pvt Ltd","2",28,0
28401,"city_74",0.579,"","Has relevent experience","Part time course","High School","","4","50-99","Pvt Ltd","2",43,0
24500,"city_16",0.91,"","No relevent experience","no_enrollment","Graduate","STEM","11","","","1",103,1
28907,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","50-99","Pvt Ltd","3",36,0
31902,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","1",105,0
24475,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","3",83,0
6826,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","5","","","never",82,1
28991,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","","1",17,1
15269,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","3",53,1
16069,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","6","5000-9999","Public Sector","1",38,0
25940,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","1",10,0
26280,"city_159",0.843,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","5000-9999","Public Sector",">4",42,0
